"El hombre es desgraciado tan sólo por su culpa;" (Primera parte)|1,5|Edmé Pierre Beauchêne, escritor y médico francés.
"Dios creó a los hombres para que fueran felices" (Conclusión)|2,5|Edmé Pierre Beauchêne, escritor y médico francés.
"Rara vez nos persuade la verdad que no nos halaga."|3,5|Mariano José de Larra, escritor y periodista español.
"Vuelve tu corazón hacia el pobre y págale tu deuda."|2,6|San Ambrosio, teólogo y orador italiano.
"Es difícil de tolerar el fastidio del buen ejemplo."|1,5|Mark Twain, escritor y humorista estadounidense.
"Valiente es aquel que no toma nota de su miedo."|4,6|George Smith Patton, general estadounidense.
"Quien hace uso de su derecho a nadie perjudica."|2,4|Máxima legal.
"La ira se acerca con paso muy lento a la venganza," (Primera parte)|1,5|Valerio Máximo, escritor romano.
"pero la dureza del castigo compensa su tardanza" (Conclusión)|3,5|Valerio Máximo, escritor romano.
"La gente no busca razones para hacer lo que quiere."|3,5|William Somerset Maugham, escritor inglés.
"El ocio, no el trabajo, es la maldición del ser humano."|2,5|Samuel Smiles, escritor, moralista y sociólogo británico.
"La vida humana no es más que un tejido de dolor."|1,5|Jaime Sully.
"La verdad es mejor callarla que traicionarla."|3,6|Juan Pablo Richter, escritor y humanista alemán.
"Lo mejor en todo tiempo: mujer joven y vino añejo."|2,5|Charles Morgan, escritor inglés.
"Las ciencias podemos aprenderlas en los libros;" (Primera parte)|1,4|Axel Munthe, escritor sueco.
"la prudencia debemos buscarla en nosotros mismos." (Conclusión)|3,5|Axel Munthe, escritor sueco.
"Las recompensas son siempre algo insuficientes."|2,5|Paul Pavlovitch, industrial ruso.
"El impaciente pone de manifiesto su necedad."|3,6|Salomón, último monarca del reino unido de Israel.
"El hombre no es más que un personaje de comedia."|1,5|Jean de La Bruyère, ensayista y moralista francés
"No se triunfa sino venciendo mil dificultades."|2,6|Locución latina
"¿Lo más difícil para el hombre? Decir: me equivoqué."|3,6|Joanot Martorell, novelista valenciano.
"El instinto de conservación inclina a los hombres" (Primera parte)|1,5|André Maurois, biógrafo y crítico francés.
"a utilizar a los otros para labrarse su bienestar" (Conclusión)|2,5|André Maurois, biógrafo y crítico francés.
"En verdad os digo que vale más dar que recibir"|3,5|Amado Nervo
"La virtud no puede crecer al lado de los vicios"|3,5|San Bernardo de Claraval
"El amor, cuando es infinito, cabe en una sola flor"|1,5|Antonio Porchia
"El camino de la verdad es como una gran carretera"|3,6|Mencio
"Memoria del bien pasado, en medio del mal presente," (Primera parte)|1,5|Jorge de Montemayor
"¡ay del alma que lo siente, si está mucho en tal estado!" (Conclusión)|3,7|Jorge de Montemayor
"Un prefacio debe ser sólo un título más largo"|2,5|Juan Pablo Richter
"Amor es un fuego escondido, un alegre tormento"|2,5|Francisco Rojas Zorrilla
"La madre de las artes plásticas es la necesidad"|1,6|Arturo Schopenhauer
"Es tan arriesgado creerlo todo como no creer nada"|1,5|Denis Diderot
"Si un hermoso cuerpo no tiene una hermosa alma," (Primera parte)|1,5|Pedro de Bourdeille Brandôme
"parece más bien un ídolo que un cuerpo humano" (Conclusión)|2,5|Pedro de Bourdeille Brandôme
"El hombre se considera inocente a sus propios ojos"|2,5|Daniel Defoe
"En el umbral de la muerte comienza la igualdad"|3,5|Carlos Pedro Colardeau
"La alegría es el contraveneno de los disgustos"|1,5|Charles Duclós, escritor y académico francés
"El mentiroso tiene dos males: ni cree ni es creído"|4,7|Baltasar Gracián, autor de obras didácticas español
"El sufrimiento no es un castigo sino un resultado"|2,6|Robert Ingersoll, abogado y jurista norteamericano
"El temor del ridículo ahoga muchos talentos y" (Primera parte)|1,5|Jean le Rond d&#039;Alembert, matemático y filósofo francés
"virtudes y corrige muy pocos vicios y defectos" (Conclusión)|3,6|Jean le Rond d&#039;Alembert, matemático y filósofo francés
"Trata de ser más sabio que los demás, pero no lo digas"|1,6|Lord Chesterfield
"La caridad no puede reemplazar a la justicia"|2,6|Henry George
"No es grande la libertad sino la lucha por ella"|3,5|Eduardo Grieg
"Un acreedor dura siempre, mientras no se le paga"|1,6|Noel Clarasó
"El matrimonio es una comedia con dos personajes"|2,6|Octavio Feuillet
"La tierra no pertenece a los que la empapan con" (Primera parte)|1,5|Guglielmo Ferrero
"sangre, sino a los que la laboran y la siembran" (Conclusión)|2,7|Guglielmo Ferrero
"El elogio de los ausentes se hace sin adulaciones"|3,5|Juan Bautista Gresset
"Inspirar terror: tal es la condición de los tiranos"|4,6|Claudiano
"El talento se nutre mucho mejor en la soledad"|1,6|Johann W. von Goethe
"El optimista ve la rosa; el pesimista, la espina"|2,5|Octave Gréard
"Con uniforme, los cobardes pasan por guerreros"|1,5|George Granville
"¡Que bien supiste aprender / lo que dice cierto autor: /" (Primera parte)|1,5|Ramón de Campoamor
"que suele en lances de amor / ser la mentira un deber" (Conclusión)|2,5|Ramón de Campoamor
"Si quieres hacer el bien hazlo, pero a escondidas"|3,6|Salvador Díaz Mirón
"Un prisionero ve la libertad más bella de lo que es"|2,6|Alfonso Daudet
"A fuerza de oír una tontería se termina por creerla"|3,5|Massimo D’Azeglio
"Aguarda una orden de trabajo: no la provoques"|2,6|Decálogo del holgazán
"Consiente a medias el que niega con su silencio"|4,6|John Dryden
"Ser celoso es el colmo del egoísmo, es el amor propio" (Primera parte)|1,5|Honorato de Balzac
"desvirtuado, es el resultado de una falsa vanidad" (Conclusión)|2,5|Honorato de Balzac
"De espíritus grandes es despreciar la venganza"|2,6|Federico Teófilo Klopstock
"La riqueza no es la única prueba de haber triunfado"|2,6|George Kent
"Nada hay imposible para un corazón generoso"|2,5|Jacobo Coeur
"La consideración es más valiosa que la gloria"|3,5|Mme. de Genlis
"Cuanto más tarda el hijo en nacer, más se hace querer"|2,6|Sentencia siria
"La moda es como un torrente que todo lo arrastra;" (Primera parte)|1,5|Condesa Sofía de Segur
"pretender oponer la razón a la moda, es una locura." (Conclusión)|2,5|Condesa Sofía de Segur.
"No sepa tu socio de ti, más de lo que tú sepas de él."|2,5|Raimundo Lulio.
"Los actos externos revelan los secretos íntimos."|2,4|Proverbio jurídico
"¡Con qué falta de equidad están ordenadas las cosas!"|3,6|Terencio
"Nunca falta nada a quien se conforma con poco."|3,7|Lucrecio
"El conocimiento avanza paso a paso, no a saltos."|2,6|Lord Thomas B. Macaulay.
"La felicidad general de un pueblo descansa en" (Primera parte)|1,5|José Martí.
"la independencia individual de sus habitantes" (Conclusión)|2,5|José Martí.
"Las aguas del tiempo ni refluyen ni se estancan."|1,5|Luján de Sayavedra.
"Hasta lo bueno puede tener también su parte mala."|3,6|Hjalmar Schacht, político y financiero alemán.
"El silencio es el verdadero lenguaje de las almas."|2,5|Maurice Maeterlinck, autor belga.
"Habla poco de ti, poco de los otros, mucho de las cosas."|3,6|Pablo Mantegazza, antropólogo y escritor italiano.
"No hay marido peor que el mejor de los hombres."|1,6|William Shakespeare, poeta y autor teatral inglés.
"El folclore es el símbolo del espíritu de la tierra" (Primera parte)|1,5|Roberto J. Payró, escritor y periodista argentino.
"felices los pueblos que lo sienten y lo reconocen" (Conclusión)|2,7|Roberto J. Payró, escritor y periodista argentino.
"La revolución no produce nunca lo que se desea."|4,7|W. G. Sumner, sociólogo estadounidense.
"La ingratitud sirve de causa o razón al egoísmo."|2,6|Duque de Levis, literato y político francés.
"La superstición transforma al hombre en bestia."|1,5|Juan Francisco de Laharpe, crítico literario y poeta francés
"La envidia es un furor que no soporta el bien ajeno"|2,7|Francisco de La Rochefoucauld, autor y moralista francés
"Casi siempre sucede: la mayor parte vence a la mejor"|3,5|Tito Livio, profesión: historiador romano
"Cada ocasión desaprovechada en la juventud" (Primera parte)|1,5|Napoleón, emperador de los franceses
"es una posibilidad de desdicha para el futuro" (Conclusión)|3,6|Napoleón, emperador de los franceses
"El amor del hombre es cosa distinta de su vida"|1,5|Gregorio Marañón, médico y escritor español.
"Guárdate del amigo que alterna con tu enemigo"|2,4|Séneca, filósofo y escritor latino
"Aún justificada, la felicidad es un privilegio"|3,6|Edmundo Thiaudière, filósofo y escritor francés
"La necesidad hace valientes hasta a los tímidos"|1,5|Cayo Crispo Salustio, historiador romano
"No destruyas la creencia que hace a otros felices"|2,5|Johann Lavater, escritor suizo
"Las personas que tienen costumbre de criticar," (Primera parte)|1,5|David Herbert Lawrence, escritor inglés
"son aquellas que poseen menos espíritu crítico" (Conclusión)|2,5|David Herbert Lawrence, escritor inglés
"La bisagra que rechina es la que consigue el aceite"|3,6|Malcom X, político estadounidense
"Si a otros quieres juzgar, en ti debes comenzar"|4,7|Antonio de Solís, escritor e historiador español
"No hay secreto alguno que el tiempo no revele"|4,6|Jean Racine, dramaturgo francés
"El enojo, por más justo que sea, es un mal consejero"|2,5|Pietro Metastasio, poeta italiano
"El primer amor se olvida al segundo… con el segundo"|3,6|Sofocleto, escritor, poeta y humorista peruano
"La libertad no es simplemente un privilegio" (Primera parte)|1,6|George Lloyd, político británico
"que se otorga; es un hábito que ha de adquirirse" (Conclusión)|2,5|George Lloyd, político británico
"El mejor libro es el que enseña más en menos páginas"|1,6|Enrique de Olavarría y Ferrari, historiador mexicano
"La ilusión es la hermana menor del desengaño"|2,7|José Ortega Munilla, escritor y periodista español
"No existe forma debida para hacer lo indebido"|3,6|Paulo Orosio, obispo y escritor español
"La última de las vanidades humanas es el epitafio"|3,5|Axel de Oxenstierna, político sueco
"El orgullo es flor que crece en el jardín del diablo"|2,5|Proverbio inglés
"Existe un problema con nuestras horas de ocio:" (Primera parte)|2,5|Alejandro Severo, emperador del imperio romano
"es impedir que los demás puedan aprovecharlas" (Conclusión)|2,5|Alejandro Severo, emperador del imperio romano
"La justicia puede parpadear, pero acaba viendo"|2,6|Thomas Middleton, dramaturgo inglés
"Caza, guerra y amores, por un placer mil dolores"|2,6|Refrán castellano
"El amor hace que parezca recta la senda torcida"|2,7|Mme. de Riccoboni, novelista francesa
"La alegría suele ser madre de numerosas locuras"|2,5|Samuel Richardson, novelista inglés
"Hay cosas verdaderas que parecen inverosímiles"|3,6|Anna Teresa de Lambert, escritora y moralista francesa
"Los malvados tienen el instinto de las serpientes," (Primera parte)|1,5|Sidney Smith, escritor y ensayista inglés
"y también como ellas, envenenan cuanto rozan" (Conclusión)|2,6|Sidney Smith, escritor y ensayista inglés
"La defensa es un deber; la agresión, un acto de locura"|1,4|Felicité Robert de Lamennais, filósofo y teólogo francés
"Es horrible verse obligado a pedir justicia"|2,6|Louis Antoine León de Saint-Just, político francés
"Los locos a veces se curan, los imbéciles nunca"|1,3|Oscar Wilde, escritor irlandés
"La única defensa ante una asamblea es el ataque"|3,5|André Maurois, biógrafo y crítico francés
"Menos mal hacen los delincuentes que un mal juez."|4,6|Francisco de Quevedo y Villegas, escritor español.
"No es feliz ni disfruta libremente de su vida quien" (Primera parte)|1,5|Albert Marber, dramaturgo inglés.
"acumula en su alma resentimientos y envidia" (Conclusión)|2,6|Albert Marber, dramaturgo inglés.
"Oír con paciencia es a veces mayor caridad que dar."|2,5|Juan de Mariana, escritor e historiador español.
"Saber disfrutar lo que se tiene: ésa es la felicidad."|1,5|Charles Swain, poeta inglés.
"La avaricia lo pierde todo por quererlo todo."|2,5|Jean de La Fontaine, escritor francés.
"Un discurso es la palabra en traje de etiqueta."|3,6|Miguel Zamacois, escritor francés.
"Las verdades más grandes son las más sencillas."|2,6|Francisco de Malherbe, poeta, crítico y traductor francés.
"Nada es inútil al hombre: en las desgracias puede" (Primera parte)|1,5|Petronio, escritor romano.
"sernos útil una cosa que habíamos despreciado." (Conclusión)|2,6|Petronio, escritor romano.
"La vejez de los ricos se llama arteriosclerosis."|3,7|Jules Simon, filósofo, orador y político francés.
"Los que dicen la verdad suelen hacerse aborrecer."|1,5|Blas Pascal, matemático y filósofo francés.
"El amor es más hermoso humedecido por las lágrimas."|3,5|Walter Scott, novelista y poeta escocés.
"Habla el silencio mucho más que las amenazas."|2,5|Filippo Pananti, poeta cómico italiano.
"El hombre vale tanto cuanto él mismo se estima."|1,5|Francisco Rabelais, escritor francés.
"Los doctos son los que motivan los errores, así como" (Primera parte)|1,4|Alessandro Manzoni, poeta y escritor italiano.
"las herejías emanan siempre de los teólogos" (Conclusión)|2,4|Alessandro Manzoni, poeta y escritor italiano.
"Quien nos hace reír, termina por hacerse querer."|4,6|Jean de La Bruyère, ensayista y moralista francés.
"El bien tiene por sepulcro la ingratitud humana."|2,5|Alfredo de Musset, poeta romántico francés.
"Las algas son los harapos del traje de las sirenas."|3,6|Antonio Nobre, poeta portugués.
"Todo objeto amado es el punto central de un paraíso."|1,5|Novalis, poeta alemán.
"No creas que la vejez traiga consigo la razón."|2,6|Solón, legislador y político ateniense.
"El pródigo es peor que el avaro, pues no sólo consume" (Primera parte)|1,5|Proverbio francés.
"sus propios bienes sino también los de otros" (Conclusión)|2,5|Proverbio francés.
"El comprenderlo todo hace ser muy indulgente."|3,5|Mme. de Staël, escritora suizo-francesa.
"El amor y la ictericia son más graves con la edad."|4,7|Paul Jean Toulet, novelista francés.
"Cuando muere el hombre, la fama ensalza su nombre."|1,5|Propercio, poeta romano.
"El hombre que no sabe sonreír no debe abrir tienda"|2,7|Proverbio chino
"Nos sentimos más orgullosos de nuestra buena" (Primera parte)|1,6|Étienne, artista plástico francés
"suerte que de nuestro mérito. Debía ser al revés" (Conclusión)|2,4|Étienne, artista plástico francés
"La gente que tiene poco que hacer habla mucho"|2,6|Carlos Luis de Montesquieu, escritor y jurista francés
"Manchada deja su vida el que procura su muerte"|1,4|Séneca, filósofo y escritor latino
"La ingratitud es hija de la pobreza de espíritu"|2,5|Francis Lieber, publicista y educador alemán-americano
"El que no tiene opiniones contradice las ajenas"|3,7|Simón Nicolás Linguet, abogado y escritor francés
"El amor, generalmente más desciende que asciende"|2,6|Alberto Lista, sacerdote y pedagogo español
"La mujer viciosa no ve en la mujer honrada otra" (Primera parte)|1,5|Carmen Silva, psicoanalista y periodista brasileña.
"cosa más que un espejo que le enseña sus arrugas" (Conclusión)|3,6|Carmen Silva, psicoanalista y periodista brasileña.
"Para ejecutar grandes obras, procede con lentitud."|4,6|Plutarco, biógrafo y ensayista griego.
"El orgullo en la desgracia no es conveniente."|2,6|Sófocles, dramaturgo ateniense.
"El poder nunca es estable cuando es ilimitado."|1,6|Publio Cornelio Tácito, historiador romano.
"El mal no sabe aceptar la derrota, pero el bien, sí."|2,5|Rabindranath Tagore, filósofo y poeta bengalí.
"Siempre van las venturas a quien no las solicita."|3,6|Agustín Moreto, dramaturgo español.
"La primera lágrima de amor nos parece un brillante;" (Primera parte)|1,4|Aquiles Poinceloi.
"la segunda, una perla; y la tercera, una lágrima."|2,6|Aquiles Poinceloi.
"Hay dolores para los que las lágrimas no alcanzan"|2,6|José Narosky, escritor argentino
"La inspiración tiene que encontrarte trabajando"|3,6|Pablo Ruiz Picasso, pintor y escultor español
"No acompañan a pobreza respeto ni adulación"|2,5|Alonso de Varros, poeta segoviano
"La libertad es incompatible con la debilidad"|1,5|Luc de C. Vauvenargues, militar y moralista francés
"El derecho es hijo de las necesidades sociales"|4,7|Gustavo Le Bon, médico, sociólogo y escritor francés
"Hay tres cosas difíciles: guardar un secreto," (Primera parte)|1,6|Quilón de Esparta, erudito griego
"olvidar una ofensa y perdonar una injusticia" (Conclusión)|2,5|Quilón de Esparta, erudito griego
"Ser el polo opuesto es cierta forma de imitación"|3,5|Poncio Dionisio Lebrun, poeta francés
"Políticamente hablando, la paz no es paz, es tregua"|2,6|Pérez de Grandallana, marino y militar español
"Las advertencias, a solas; las alabanzas, en público"|1,5|Proverbio castellano
"El corazón no tiene reposo sino en la soledad"|3,5|Roberto von Zimmermann, filósofo alemán
"La hermosura es una tiranía de corta duración"|4,7|Sócrates, filósofo griego
"Cuando en un país existe la libertad de prensa," (Primera parte)|3,6|Miguel Moreno, escritor español
"existe un freno a las usurpaciones del poder" (Conclusión)|2,6|Miguel Moreno, escritor español
"Dormirse en un espectáculo es una forma de opinión"|3,6|George Bernard Shaw, escritor irlandés
"Cualquier poder, si no se basa en la unión, es débil"|3,5|Jean de La Fontaine, escritor francés
"Es necesario levantar los ojos para ver el camino"|2,6|Felicité Robert de Lamennais, filósofo y teólogo francés
"Los proverbios son la sabiduría del género humano."|1,5|Alessandro Manzoni, poeta y escritor italiano.
"Jamás olvidamos lo que aprendemos con gusto."|2,5|Aldo Manuzio, humanista e impresor italiano.
"En ningún país las leyes tendrían la fuerza que" (Primera parte)|1,6|Sófocles, dramaturgo ateniense.
"deben tener, si no fueran sostenidas por el miedo" (Conclusión)|2,5|Sófocles, dramaturgo ateniense.
"Mejor es el amigo cercano que el hermano lejos."|1,3|Proverbio alemán.
"El verdadero amor supone siempre una renuncia."|3,6|León Tolstoi, crítico ruso.
"La ira nubla la mente, pero hace lúcido al corazón."|2,5|Niccoló Tommaseo, político y pintor italiano.
"El amor no tiene razones, y la falta de amor tampoco."|1,5|Eugenio O’Neill, dramaturgo estadounidense.
"La malicia de unos nace de la estupidez de los otros."|3,6|Hugo Bernardo Maret, primer ministro francés.
"Podrás arrancar un hombre de su país, pero jamás" (Primera parte)|1,6|John dos Pasos, escritor estadounidense
"podrás arrancar el país del corazón de un hombre" (Conclusión)|3,6|John dos Pasos, escritor estadounidense
"Entre dos palabras debemos escoger la menor"|4,7|Paul Valéry, poeta francés
"Es el sentimiento el que hace a los elocuentes"|3,5|Marco Fabio Quintilliano, profesor de retórica romano
"El hombre fácil en prometer, es fácil en olvidar"|1,6|Proverbio inglés
"La felicidad está unida a la inocencia de la vida"|2,5|Marco Aurelio, filósofo y emperador romano
"Si eres humilde con el soberbio, tendrás paz con él"|3,6|Raimundo Lulio, filósofo y escritor mallorquín
"Las cosas fingidas caen como flores marchitas:" (Primera parte)|1,5|Imanuel Swedenborg, filósofo y teólogo sueco
"ninguna simulación puede durar largo tiempo" (Conclusión)|2,6|Imanuel Swedenborg, filósofo y teólogo sueco
"Bajo la máscara de la temeridad se ocultan temores."|4,7|Marco Anneo Lucano, poeta romano.
"La dilación de la justicia es una injusticia."|2,6|Walter Savage Landor, poeta y ensayista inglés.
"El humor es una máscara para esconder el dolor."|3,5|André Maurois, biógrafo y crítico francés.
"La hermosura es la llave del jardín del corazón."|2,6|Paul Masson, periodista francés.
"La fe siempre busca el apoyo de su enemiga, la razón."|1,5|Miguel de Unamuno, filósofo y escritor español.
"Quien nada arriesga, nada tiene derecho a reclamar."|3,6|Federico von Schiller, poeta y filósofo alemán.
"La mujer guarda mejor su secreto que el ajeno"|2,5|Jean de La Bruyère
"El sabio muda de parecer, pero el tonto insiste"|3,5|Francesco Petrarca
"Muchos son limpios de manos porque se las lavan"|1,6|Francisco de Quevedo y Villegas
"Muchas veces por día nos burlamos de nuestros" (Primera parte)|1,5|Miguel E. de Montaigne
"mismos defectos al considerarlos en los demás" (Conclusión)|2,6|Miguel E. de Montaigne
"La mentira, como el aceite, flota en la superficie"|2,5|Henry Sienkiewicz
"Un diplomático no sirve a un régimen sino a su país"|2,6|José María da Silva Paranhos
"El viaje da a los ociosos la ilusión de la actividad"|3,5|G. M. Valtour
"Canas, argumento son de edad y no de prudencia"|1,5|Platón
"Un no nunca es, en boca de una mujer, una negación"|2,5|Philip Sidney
"La miseria es una enfermedad de la humanidad" (Primera parte)|1,6|Maurice Maeterlinck
"y la enfermedad es una miseria de la humanidad" (Conclusión)|3,6|Maurice Maeterlinck, autor belga
"La conciencia le dice al hombre qué es justicia"|1,5|Walter Savage Landor, poeta y ensayista inglés
"Experiencia: los errores que nos gusta recordar"|2,4|La Porte, gramático holandés
"La mucha especulación nunca carece de buen fruto"|2,6|Fernando de Rojas, escritor español
"Si no conviene no lo hagas; si no es verdad no lo digas"|3,6|Marco Aurelio, emperador romano
"Que la palabra no se adelante al pensamiento"|1,6|Pítaco, general griego
"Las más de las veces los epitafios dicen lo que" (Primera parte)|1,5|Juan Persichetti
"el sepultado debiera haber sido, no lo que fue" (Conclusión)|2,6|Juan Persichetti
"Los pecados de la juventud se pagan en la vejez"|3,5|Proverbio latino
"Nada resulta tan caro como un enemigo gratuito"|2,6|Sófocles, dramaturgo ateniense
"Es más fácil encontrar la fortuna que retenerla"|1,5|Publilio Siro, poeta romano
"La moda no es otra cosa que una epidemia provocada"|2,6|George Bernard Shaw, escritor irlandés
"Es mejor estar entre dos locos que cerca de un necio"|1,4|Joaquín Setanti, escritor moralista catalán
"En la soledad es donde a veces se encuentra una" (Primera parte)|1,5|Gregorio Marañón, médico y escritor español
"maravillosa compañía que no mata la libertad" (Conclusión)|3,5|Gregorio Marañón, médico y escritor español
"El poder, como la peste, mancha todo lo que toca"|4,7|Percy B. Shelley, poeta inglés
"Las heridas que no se ven son las más profundas"|3,6|William Shakespeare, poeta y autor teatral inglés
"El demonio está sobre la lengua del que murmura"|2,5|Blas Pascal, matemático y filósofo francés
"El amor más duradero es el amor no correspondido"|1,4|William Somerset Maughan, escritor inglés
"Si un hombre se te declara, sé mala con él; dile que sí"|2,5|Francisco Mauriac, novelista francés
"Es una gran desdicha no tener suficiente ingenio" (Primera parte)|1,6|Jean de La Bruyère, ensayista y moralista francés.
"para hablar bien, ni bastante juicio para callarse" (Conclusión)|2,5|Jean de La Bruyère
"Bueno es tener fama, pero más seguro es tener dinero."|2,5|Séneca, filósofo y escritor latino.
"La más nimia de las necesidades es la riqueza."|1,6|Teóphilo Ephraín Lessing, crítico y dramaturgo alemán.
"El trabajo es el mejor remedio contra el tedio."|3,6|Duque de Levis, literato y político francés.
"El mentiroso necesita tener una buena memoria."|1,5|Marco Fabio Quintiliano, profesor de retórica romano.
"Es la pasión y no la razón la que gobierna al mundo."|3,5|Lyn Yutang, escritor chino.
"La fortuna de los ricos, la gloria de los héroes, la" (Primera parte)|1,5|Edward Young, poeta inglés.
"majestad de los reyes, todo acaba en un Aquí yace" (Conclusión)|2,6|Edward Young, poeta inglés.
"Con anzuelos de oro se suelen pescar buenos peces."|2,7|Máxima china
"Una verdad innecesaria es tan fea como una mentira."|3,6|Alberto Migré, guionista y productor argentino.
"La prudencia se cifra en saber a qué atenerse."|2,6|Ramón Pérez de Ayala, escritor y periodista español.
"Corazón apasionado no quiere ser aconsejado."|4,7|Refrán castellano.
"No vive más el que más vive sino el que mejor vive."|4,6|Diego de Saavedra Fajardo, escritor y diplomático español.
"Locura es, digna de la soberbia humana, buscar" (Primera parte)|1,6|José María de Pereda, escritor español.
"un camino sin cruz en el calvario de esta vida" (Conclusión)|2,6|José María de Pereda, escritor español
"Un amigo adivina cuando se tiene necesidad de él"|1,6|Jules Rénard, literato francés
"Uno de los privilegios del hombre es beber sin sed"|2,7|Charles Morgan, dramaturgo inglés
"Mejor un vicio tolerante que una virtud obstinada"|3,5|Molière, dramaturgo y actor francés
"Nada es perfecto cuando queda algo por hacer"|3,6|Giovanni Riffini, libretista de ópera italiano
"Debemos tener el valor de nuestras opiniones"|2,5|Isidore M. Robespierre, político francés
"Jamás podrá ser feliz un amante tímido porque" (Primera parte)|1,5|Lope de Vega, poeta, novelista y dramaturgo español
"la felicidad no es sino el premio de la audacia" (Conclusión)|2,5|Lope de Vega, poeta, novelista y dramaturgo español
"Si hay algo duro de abrir es una mente cerrada"|2,6|Marco Manilio, poeta latino
"Una vida de méritos no disculpa una violencia"|3,5|Alessandro Manzoni, poeta y escritor italiano
"Raramente van juntas la belleza y la sabiduría"|1,5|Petronio, escritor romano
"El elogio obra maravillas en el sentido del oído"|4,7|Guillermo Pieck, político alemán
"Cuando se tiene voluntad no escasean los caminos"|2,6|Samuel Smiles, escritor británico
"Los hombres pasan su vida en discutir el pasado," (Primera parte)|1,6|Rivarol, escritor francés
"en quejarse del presente y temblar por el futuro" (Conclusión)|2,6|Rivarol, escritor francés.
"Una desgracia va siempre pisando las ropas de otra."|3,6|William Shakespeare, poeta y autor teatral inglés.
"La pasión tiene cosas misteriosas, el amor no."|3,5|George Sand, novelista francesa.
"Ningún poder humano puede evitar el progreso."|2,6|Giuseppe Mazzini, filósofo y político italiano.
"Cualquier calamidad es preferible a la guerra."|3,6|Martín Lutero, teólogo y reformador religioso alemán.
"Es perdonar al vencido el triunfo de la victoria"|1,5|Lope de Vega, poeta, novelista y dramaturgo español
"La estimación se funda en alguna preferencia, y" (Primera parte)|1,6|Molière, dramaturgo y actor francés
"estimar a todos es lo mismo que no estimar a nadie" (Conclusión)|2,5|Molière, dramaturgo y actor francés
"Hasta la dura piedra se taladra con el agua blanda"|2,6|Blas Pascal, matemático y filósofo francés
"Adonde se inclina el corazón, allí se inclina el pie"|3,6|Proverbio hindú
"Aunque nunca obres mal, no escaparás al dolor"|2,5|Menandro, dramaturgo griego
"El amor es ciego, el matrimonio le abre los ojos"|1,6|Daniel Mendoza, periodista argentino
"Sin la piedad, la justicia degenera en crueldad"|3,6|Pietro Metastasio, poeta italiano
"No tengas por importuno al que pida cosas justas"|2,5|Cristóbal Pérez de Herrera, médico y escritor español
"Nadie ofrece tanto como el que nada puede cumplir"|1,6|Francisco de Quevedo y Villegas, escritor español
"Nada peor que un buen consejo unido a un mal ejemplo"|2,6|Mme. de Sablé, escritora francesa
"Disfruta hoy, es más tarde de lo que tu piensas"|4,7|Proverbio chino
"La Historia es un profeta que mira hacia atrás"|2,5|Frederik von Schlegel, filósofo y poeta alemán
"La gratitud nos hace sentir felices, porque son" (Primera parte)|1,6|Stefan Zweig, escritor y biógrafo austríaco
"raras las ocasiones en las que se hace visible" (Conclusión)|2,5|Stefan Zweig, escritor y biógrafo austríaco
"El hombre no es noble sino por sus sentimientos"|2,5|Locución latina
"Para los desdichados, una noche es una eternidad"|3,6|Luciano, escritor griego
"El deber es lo que esperamos que cumplan los demás"|1,4|Oscar Wilde, escritor irlandés
"La fidelidad es una fácil virtud para un enamorado"|2,4|George Sand, novelista francesa
"Un malvado es el que peca sin remordimientos"|3,5|Giacomo Leopardi, poeta y erudito italiano
"La pobreza no viene por la disminución de las" (Primera parte)|1,6|Platón, filósofo griego
"riquezas, sino por la multiplicación de los deseos" (Conclusión)|2,5|Platón, filósofo griego
"El necio siempre está contento consigo mismo."|2,6|Napoleón, emperador de los franceses.
"Más vale obedecer en paz que gobernar en guerra."|1,5|Lucrecio, poeta romano.
"El estudio disipa el fastidio, distrae las penas."|2,5|Condesa Sofía de Segur, escritora francesa.
"En los mejores espíritus roen mejor las pasiones."|3,6|William Shakespeare, poeta y autor teatral inglés.
"Los ausentes cometen siempre el error de regresar."|2,5|Jules Rénard, literato francés.
"El mejor medio de conservar nuestros amigos" (Primera parte)|1,6|Paul de Kock, dramaturgo y poeta francés.
"es no deberles nada y no prestarles nunca nada" (Conclusión)|2,5|Paul de Kock, dramaturgo y poeta francés.
"El saber dar es más difícil que el saber recibir."|2,6|Koetzebue, dramaturgo alemán.
"Para hacer fortuna, es menester presumir de rico."|3,5|Alejandro Dumas, novelista y dramaturgo francés.
"Venciendo sin peligro se triunfa sin gloria."|4,7|Pierre Corneille, dramaturgo francés.
"Multitud: reunión de cabezas y ningún cerebro."|1,5|Noel Clarasó, escritor español.
"El que una injuria sea verdad, no la hace tolerable."|1,6|Hermann Keyserling, filósofo alemán.
"El futuro nos tortura y el pasado nos encadena," (Primera parte)|1,5|Gustavo Flaubert, novelista francés.
"he ahí por qué no disfrutamos de nuestro presente" (Conclusión)|2,6|Gustavo Flaubert, novelista francés.
"A veces la mentira es el más santo de los deberes."|2,5|Eugène Labiche, autor teatral francés.
"Transigir no es lo mismo que declararse vencido."|3,6|Norman Vincent Peale, predicador estadounidense.
"En las horas duras, ya es mucho conservar el decoro."|1,5|Manuel Linares Rivas, político y dramaturgo español.
"El hombre de bien en todas partes encuentra patria."|2,5|Salvador Rosa, pintor, poeta y grabador italiano.
"Muchas son las leyes en un Estado corrompido."|1,4|Publio Cornelio Tácito, historiador romano.
